"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0995312386740504 -0.505754854270537 -0.442910393516074;-0.142490283686815 0.34753956035277 0.687381298821133]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0897398718456177 -0.535954118929363 -0.428012710330287;-0.222045281401372 0.268771315368727 0.508584641904853]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0630594393277498 -0.496582679608466 -0.3766522321969;-0.756650785681004 0.890810096100686 1.230609757614]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.256509216858562 -0.688764734901983 -0.56314430558815;-0.179442745972656 0.311227924596161 0.664237562829481]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.181213551998491 -0.515707998565039 -0.351459071887039;-0.165864518222769 0.375386726535652 0.893670814480908]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.205338997024977 -0.603479180000903 -0.339945971821418;-0.00715795476663759 0.1306249819567 0.46358248786041]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[]","a or b not valid",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",-1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0514018066007258 -0.493949386359007 -0.402053887008652;-0.0266630541229028 0.0841473256836557 0.377791744404725]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.102260521478451 -0.504113646129984 -0.317023257835299;-0.20053214781472 0.263396975128795 0.674120801048687]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[]","a or b not valid",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",-1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[]","a or b not valid",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",-1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0457030497953418 -0.471021837707523 -0.322994354856631;-0.432244065533971 0.528488613910056 0.852898246707915]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.158097234505783 -0.53762821686176 -0.334646324445423;-0.0932184019340294 0.345182828907325 0.784451461831648]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.28686172424292 -0.656108326531797 -0.446176708684592;-0.223651588583545 0.403518212369968 0.838469628055306]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0432711306199279 -0.416153967990578 -0.322654712165238;-0.0481585144547581 0.285891705045017 0.613395951757224]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.215792960690107 -0.577022010546499 -0.440866723597356;-0.252162089271183 0.449597699201714 0.813518224024714]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.16650669952117 -0.489479722857356 -0.393871266695373;-0.108848603338016 0.332242362616444 0.621463962352794]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[-0.0477800736900354 -0.448188644283652 -0.36123718689823;-0.372725981788036 0.384580191288361 0.623311907517806]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.354678627951742 -0.659398550724508 -0.305185738585393;-0.256444312802913 0.433112769627058 0.967351659703314]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.119756213498694 -0.474159713971314 -0.297330025683466;0.0597502094118713 0.149182830409833 0.635685218105723]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0731851267237217 -0.50134022700563 -0.434547336006008;-0.0355192124859897 0.10557460387457 0.269178590092484]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.0671787316381255 -0.486674369865214 -0.359760265505526;-0.188987126450383 0.429345942082969 0.894137006614956]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

"epsilon","K","b_iqs","d_iqs_problem","d_iqs_info","b_s","d_s_problem","d_s_info","true_stable",
0.4,"[0.203871427391354 -0.664054499597119 -0.515409331016108;-0.0257837045475445 0.115996181255263 0.423250698109415]","succes",0,"Successfully solved (MOSEK)",0,3,"Maximum iterations or time limit exceeded (BMIBNB)",1,

